applicant_id,year,month,avg_balance,min_balance,overdraft_days,emi_bounces,salary_credit_flag,vendor_credit_regularity
42,2024,10,1697712.92,707668.72,1,0,1,0.95
42,2024,11,1087760.63,457800.21,0,0,1,1.0
42,2024,12,1108764.46,855485.5,1,0,1,0.8
43,2024,1,747949.67,461006.65,3,0,0,0.76
43,2024,2,911242.14,722302.09,2,0,1,0.96
43,2024,3,847184.78,559028.95,1,0,1,0.97
43,2024,4,887102.49,689524.37,1,0,1,0.77
43,2024,5,624275.49,388141.37,1,1,1,0.62
43,2024,6,912308.44,608409.53,1,0,1,0.65
43,2024,7,668027.05,448793.19,1,0,1,0.94
43,2024,8,650537.11,353157.66,1,0,1,0.95
43,2024,9,847122.17,384816.44,1,0,0,0.77
43,2024,10,687909.41,457528.54,1,0,1,0.84
43,2024,11,839993.19,670799.36,0,0,1,0.93
43,2024,12,841007.58,549435.59,6,0,1,0.83
44,2024,1,1095026.36,588589.77,0,0,0,0.64
44,2024,2,1015576.67,577738.22,1,1,1,0.81
44,2024,3,951900.97,643118.24,0,0,0,0.82
44,2024,4,1339222.86,753752.01,2,0,1,0.62
44,2024,5,1235794.94,942682.53,4,1,1,0.7
44,2024,6,1026158.25,584849.49,0,0,1,0.73
44,2024,7,910889.25,511533.57,2,0,1,0.84
44,2024,8,1357323.95,1037930.5,2,0,1,0.61
44,2024,9,1149474.66,616339.24,1,0,1,0.77
44,2024,10,1250601.64,957737.03,0,0,1,0.74
44,2024,11,973385.0,772011.89,0,0,0,0.63
44,2024,12,903198.5,585380.3,0,0,1,0.78
45,2024,1,1172950.49,867031.86,2,0,1,0.87
45,2024,2,1322669.29,735686.87,0,0,1,0.63
45,2024,3,1084445.36,603275.27,0,0,1,0.94
45,2024,4,1701209.85,953258.8,0,0,1,0.79
45,2024,5,1641694.76,866925.67,1,0,0,0.96
45,2024,6,1507363.08,681012.9,1,0,1,0.92
45,2024,7,1554945.5,862650.32,1,1,1,0.91
45,2024,8,1561168.24,817078.93,2,0,1,0.81
45,2024,9,1632459.74,1041180.23,1,0,1,0.85
45,2024,10,1483685.32,667620.4,1,0,0,0.75
45,2024,11,1378599.25,928522.87,2,0,0,0.62
45,2024,12,1671111.61,1304700.68,1,0,1,0.68
46,2024,1,300400.64,144562.29,1,0,1,0.66
46,2024,2,275841.83,167822.05,2,0,1,0.9
46,2024,3,371459.71,279125.24,0,0,0,0.78
46,2024,4,279677.45,198315.32,0,0,1,0.6
46,2024,5,308563.62,148014.03,0,0,1,0.64
46,2024,6,332842.18,188216.78,2,0,1,0.73
46,2024,7,318776.66,146562.5,3,0,1,0.66
46,2024,8,271246.67,117742.47,0,0,1,0.66
46,2024,9,313709.76,218865.3,2,0,1,0.89
46,2024,10,388029.65,279192.48,1,0,0,0.71
46,2024,11,426504.02,253424.86,0,0,1,0.69
46,2024,12,303359.05,223615.7,0,0,1,0.79
47,2024,1,1377962.65,718600.3,2,0,0,0.9
47,2024,2,1523263.95,699039.49,1,0,1,0.64
47,2024,3,1484097.51,1128627.25,5,0,1,0.81
47,2024,4,1541053.92,1112035.89,0,0,0,0.83
47,2024,5,1549065.81,832656.11,2,0,1,0.79
47,2024,6,1225094.83,596397.91,0,0,1,0.73
47,2024,7,1133009.85,881101.01,0,0,0,0.74
47,2024,8,1385846.21,832765.32,0,0,0,0.98
47,2024,9,1560332.13,1138396.48,1,0,1,0.66
47,2024,10,1040322.45,550093.28,6,0,0,0.73
47,2024,11,1279972.81,797217.6,0,0,0,0.67
47,2024,12,1113318.48,595139.73,1,1,1,0.69
48,2024,1,364115.85,289400.94,1,0,1,0.78
48,2024,2,409665.74,171119.15,3,0,1,0.65
48,2024,3,397677.03,269831.3,0,0,0,0.8
48,2024,4,342746.7,201896.73,1,0,1,0.68
48,2024,5,479622.0,266674.81,2,0,0,0.74
48,2024,6,486512.21,221122.55,2,0,1,0.65
48,2024,7,505419.74,346085.63,0,1,1,0.98
48,2024,8,376750.31,246480.65,0,0,1,0.65
48,2024,9,522101.15,283077.39,0,1,1,0.84
48,2024,10,394558.93,269535.4,1,0,1,0.72
48,2024,11,454443.41,293085.15,1,0,1,0.79
48,2024,12,406262.53,199406.91,1,0,1,0.7
49,2024,1,1313583.2,967848.26,0,0,0,0.79
49,2024,2,1386934.64,994056.8,0,0,1,0.72
49,2024,3,1239169.9,861913.52,2,0,1,0.82
49,2024,4,1190120.14,508809.34,4,0,1,0.81
49,2024,5,1227246.09,688961.67,1,0,1,0.98
49,2024,6,1023117.84,559177.29,2,0,1,0.84
49,2024,7,1215531.36,961548.83,0,0,0,0.69
49,2024,8,1290618.62,539497.28,1,0,1,0.97
49,2024,9,1055855.39,790178.4,1,0,1,0.73
49,2024,10,1205262.19,621837.06,0,0,0,0.68
49,2024,11,1502490.78,1044414.37,0,0,1,0.96
49,2024,12,1219656.83,712197.48,1,0,1,0.89
50,2024,1,19180.46,25.79,14,0,1,0.41
50,2024,2,37769.58,41.86,5,1,1,0.2
50,2024,3,28161.98,4464.36,2,3,1,0.28
50,2024,4,40021.79,-5600.12,4,1,1,0.68
50,2024,5,34840.03,-4754.63,11,0,1,0.49
50,2024,6,40177.06,2078.06,3,1,1,0.63
50,2024,7,30737.77,5995.96,14,1,0,0.58
50,2024,8,25260.0,4931.31,2,2,0,0.5
50,2024,9,19008.0,-956.44,6,0,1,0.59
50,2024,10,43663.08,674.35,8,2,1,0.28
50,2024,11,41211.43,18.27,22,2,0,0.68
50,2024,12,25553.11,-609.26,14,0,0,0.32
51,2024,1,489430.92,262345.1,1,0,1,0.92
51,2024,2,586157.17,260831.77,1,0,1,0.81
51,2024,3,551074.67,242049.19,1,0,0,0.99
51,2024,4,539094.03,266320.85,1,1,0,0.82
51,2024,5,438848.29,273685.31,0,0,1,0.89
51,2024,6,603369.12,369027.12,1,0,1,0.63
51,2024,7,528472.11,287791.04,1,0,1,0.99
51,2024,8,534614.34,413160.83,2,0,1,0.67
51,2024,9,638278.64,490554.43,1,0,1,0.68
51,2024,10,620562.35,331741.19,0,0,1,0.8
51,2024,11,574567.82,339280.21,0,0,1,0.75
51,2024,12,548946.35,265386.72,1,0,0,0.91
52,2024,1,601739.24,293662.91,4,0,1,0.93
52,2024,2,620339.03,446506.97,1,0,1,0.67
52,2024,3,493545.36,317410.0,0,0,1,0.61
52,2024,4,472336.24,352530.33,0,0,0,0.61
52,2024,5,469934.81,245860.16,6,0,1,0.99
52,2024,6,495424.0,390754.8,1,0,0,0.8
52,2024,7,714109.29,458089.36,0,1,1,0.63
52,2024,8,549122.29,395418.13,1,0,1,0.75
52,2024,9,668030.72,455339.28,2,0,1,0.61
52,2024,10,622078.7,390836.32,2,0,1,0.64
52,2024,11,586726.6,451107.68,4,0,1,0.75
52,2024,12,567853.42,279648.83,2,0,1,0.78
53,2024,1,977873.86,462035.79,1,0,0,0.68
53,2024,2,1352112.06,571745.91,0,0,1,0.8
53,2024,3,1534180.22,1163402.69,1,0,1,0.96
53,2024,4,1346135.81,943868.15,5,0,1,0.75
53,2024,5,1067285.27,754878.4,1,0,0,0.8
53,2024,6,1150608.99,772210.03,3,0,1,0.64
53,2024,7,1073308.47,776377.45,1,0,1,0.89
53,2024,8,1525558.57,868964.59,2,1,1,0.74
53,2024,9,1466752.54,989569.33,0,0,0,0.77
53,2024,10,1262423.33,845091.56,0,0,1,0.79
53,2024,11,1537386.76,909425.39,2,0,1,0.93
53,2024,12,1444041.36,1125712.64,2,0,1,0.97
54,2024,1,891829.91,416740.07,2,0,1,0.68
54,2024,2,960612.5,724309.82,0,0,1,0.91
54,2024,3,1051670.15,531656.18,0,0,1,0.73
54,2024,4,844530.77,425401.28,2,0,1,0.83
54,2024,5,714042.29,386606.26,2,0,1,0.85
54,2024,6,869352.42,435629.57,1,0,0,0.73
54,2024,7,788446.1,559687.23,0,0,1,0.7
54,2024,8,683091.94,471326.62,0,0,1,0.87
54,2024,9,814668.03,399836.03,0,0,1,0.85
54,2024,10,868320.2,630310.71,1,1,1,0.71
54,2024,11,1092496.62,666412.92,0,1,1,0.75
54,2024,12,907781.77,698960.32,1,0,0,0.83
55,2024,1,1357879.28,707696.19,0,0,0,0.9
55,2024,2,1487807.88,612486.2,0,0,1,0.69
55,2024,3,1527326.37,664302.13,2,0,1,0.6
55,2024,4,1487422.53,1015328.82,5,0,1,0.94
55,2024,5,1442565.77,658474.93,3,1,1,0.74
55,2024,6,1376884.91,788614.28,0,0,1,0.68
55,2024,7,1160627.83,662505.49,1,0,1,0.88
55,2024,8,1230324.15,704672.4,1,0,1,0.61
55,2024,9,1071386.05,636700.05,3,0,1,0.93
55,2024,10,1055942.2,673537.07,0,0,1,0.91
55,2024,11,1162197.74,844088.64,3,0,0,0.62
55,2024,12,1289022.33,538770.41,0,0,0,0.92
56,2024,1,756258.45,-3123.29,0,2,1,0.69
56,2024,2,1144424.37,43360.28,15,4,1,0.52
56,2024,3,663937.33,-54423.27,0,2,1,0.62
56,2024,4,711136.72,-65793.35,5,2,1,0.36
56,2024,5,786642.76,120283.38,0,0,1,0.44
56,2024,6,1126084.97,-212308.18,3,1,1,0.6
56,2024,7,1057600.04,127613.75,4,2,0,0.29
56,2024,8,1059792.66,-196595.08,14,2,1,0.4
56,2024,9,760623.99,135473.72,17,1,0,0.23
56,2024,10,1119858.62,167753.87,0,2,0,0.54
56,2024,11,638404.73,-69479.69,4,2,1,0.64
56,2024,12,592752.87,-53815.62,17,1,0,0.25
57,2024,1,1066587.59,648876.6,1,0,1,0.72
57,2024,2,1219321.16,931184.2,0,0,1,0.7
57,2024,3,764552.16,586156.58,3,0,1,0.8
57,2024,4,791711.71,330894.36,0,0,1,0.92
57,2024,5,816880.63,336542.56,1,0,0,0.77
57,2024,6,976522.83,470678.12,2,1,1,0.82
57,2024,7,1107520.94,669957.28,2,0,0,0.68
57,2024,8,1160110.75,627048.77,1,0,1,0.69
57,2024,9,895590.35,601261.17,0,0,1,0.95
57,2024,10,987993.69,598357.73,0,0,0,0.85
57,2024,11,1023571.28,744819.09,2,0,1,0.7
57,2024,12,1228822.92,612300.09,2,0,1,0.98
58,2024,1,1669467.22,1221134.87,0,0,1,0.98
58,2024,2,1614411.38,1071316.31,3,0,1,0.96
58,2024,3,1218941.72,973129.04,0,0,0,0.99
58,2024,4,1479991.32,595003.2,0,0,1,0.89
58,2024,5,1670082.4,704163.57,0,0,0,0.9
58,2024,6,1688081.13,1282221.12,0,0,1,0.84
58,2024,7,1487013.06,725034.77,0,0,1,0.98
58,2024,8,1385524.57,1025114.26,3,0,1,0.76
58,2024,9,1384727.03,797695.21,0,1,0,0.86
58,2024,10,1805265.38,1329821.81,1,0,1,0.92
58,2024,11,1323573.52,591624.13,0,0,1,0.95
58,2024,12,1271080.71,1004861.59,0,0,0,0.73
59,2024,1,381652.88,174038.52,2,1,1,0.62
59,2024,2,379541.82,170993.48,0,0,1,0.96
59,2024,3,356841.02,147380.0,0,0,1,0.7
59,2024,4,291642.56,178565.35,2,0,1,0.88
59,2024,5,306156.57,223439.75,1,0,1,0.84
59,2024,6,318437.54,222711.28,1,0,1,0.71
59,2024,7,288770.05,176296.04,3,0,1,0.64
59,2024,8,312532.18,232469.3,1,0,1,0.68
59,2024,9,379319.68,280992.71,1,0,1,0.83
59,2024,10,291148.9,217875.19,0,1,1,0.75
59,2024,11,318801.8,194590.06,0,0,1,0.89
59,2024,12,245861.15,103619.42,1,0,1,0.81
60,2024,1,1631529.19,1204046.39,1,0,1,0.7
60,2024,2,1671668.75,895067.73,2,0,1,0.93
60,2024,3,1382564.56,961961.33,0,0,1,0.95
60,2024,4,1550595.03,704733.22,0,0,1,0.7
60,2024,5,1349944.03,719485.7,1,0,1,0.78
60,2024,6,1440892.74,1028137.08,3,0,1,0.84
60,2024,7,1446150.06,770879.7,0,0,1,0.8
60,2024,8,1698558.83,1130592.8,0,0,1,0.78
60,2024,9,1739581.57,1010367.06,0,0,1,0.8
60,2024,10,1817640.02,996021.15,0,0,0,0.95
60,2024,11,1504274.81,1114081.5,0,0,1,0.89
60,2024,12,1613571.97,1042816.03,2,0,0,0.61
61,2024,1,594947.06,471976.92,1,0,1,0.82
61,2024,2,610657.31,463217.32,1,0,1,0.97
61,2024,3,613782.26,293996.3,2,0,1,0.83
61,2024,4,632624.71,292029.18,0,0,1,0.75
61,2024,5,766369.04,544588.97,0,0,1,0.77
61,2024,6,490942.31,255511.09,4,0,1,0.91
61,2024,7,633303.23,425463.24,0,0,0,0.76
61,2024,8,570363.53,312061.48,3,1,1,0.65
61,2024,9,635004.7,489941.4,2,0,0,0.93
61,2024,10,595052.76,370285.71,1,0,1,0.92
61,2024,11,586473.15,429481.21,2,0,1,0.97
61,2024,12,613052.62,382114.12,1,0,1,0.99
62,2024,1,877664.65,596585.69,1,0,1,0.94
62,2024,2,839753.56,598683.56,3,0,0,0.74
62,2024,3,911010.43,397804.66,0,0,1,0.8
62,2024,4,699994.46,412618.55,2,1,1,0.75
62,2024,5,746690.08,346068.62,2,0,1,0.85
62,2024,6,708601.73,441030.32,0,0,1,0.95
62,2024,7,997185.53,746030.57,2,0,1,0.87
62,2024,8,993352.2,748333.18,0,0,1,0.99
62,2024,9,631399.36,274783.76,0,0,1,0.75
62,2024,10,854028.67,373324.84,1,0,1,0.75
62,2024,11,779665.16,326987.7,1,1,0,0.84
62,2024,12,714158.74,347690.61,0,0,1,0.83
63,2024,1,447088.49,-88872.49,6,0,1,0.53
63,2024,2,626688.49,14898.34,16,1,1,0.28
63,2024,3,813924.93,64950.27,5,3,1,0.51
63,2024,4,494136.46,133201.48,0,0,1,0.46
63,2024,5,555770.45,14673.94,1,1,1,0.4
63,2024,6,489183.53,108433.29,10,2,0,0.27
63,2024,7,469872.15,26431.16,23,0,1,0.25
63,2024,8,713884.18,1698.18,11,0,1,0.35
63,2024,9,706746.03,4603.91,4,0,0,0.34
63,2024,10,580104.07,46061.78,2,3,1,0.58
63,2024,11,722858.84,72022.4,13,1,1,0.42
63,2024,12,642644.57,80717.73,16,0,1,0.46
64,2024,1,1376922.37,700922.97,1,0,1,0.83
64,2024,2,1269793.58,663317.51,3,0,1,0.98
64,2024,3,1448732.22,909245.58,0,0,1,0.88
64,2024,4,1082741.98,622430.42,1,0,0,0.72
64,2024,5,903221.3,416419.82,1,0,1,0.75
64,2024,6,1372520.82,1064385.89,1,0,1,0.92
64,2024,7,1115454.96,632819.67,1,0,1,1.0
64,2024,8,965763.42,767338.86,2,0,0,0.67
64,2024,9,979314.72,652219.32,1,0,1,0.86
64,2024,10,1046847.57,653310.32,2,0,1,0.65
64,2024,11,1014032.96,602729.18,2,0,1,0.82
64,2024,12,1276378.0,543390.79,1,0,1,0.81
65,2024,1,675020.1,358241.79,1,0,0,0.8
65,2024,2,614188.77,389179.89,0,0,1,0.87
65,2024,3,756096.31,502831.98,2,0,1,0.86
65,2024,4,627600.4,452158.94,1,0,1,0.8
65,2024,5,791468.45,423379.95,0,1,0,0.94
65,2024,6,747519.65,493858.89,1,0,1,0.7
65,2024,7,577628.77,326760.23,2,0,1,0.69
65,2024,8,543424.76,426507.75,3,0,1,0.74
65,2024,9,565768.34,240214.32,0,0,1,0.66
65,2024,10,650273.77,378696.84,3,0,1,0.64
65,2024,11,612945.8,400026.13,0,1,1,0.64
65,2024,12,809726.39,330919.65,0,0,1,0.74
66,2024,1,306790.8,189882.66,0,0,0,0.62
66,2024,2,221207.12,104907.89,2,0,1,0.67
66,2024,3,256878.75,146247.67,0,0,1,0.88
66,2024,4,281112.02,190238.53,2,0,1,0.62
66,2024,5,265810.26,106490.38,0,0,1,0.62
66,2024,6,274180.12,118162.88,2,0,0,0.93
66,2024,7,213704.51,92450.41,0,0,1,0.71
66,2024,8,294339.47,225853.0,1,0,1,0.83
66,2024,9,272075.79,145152.69,1,0,0,0.65
66,2024,10,274281.42,156802.79,1,0,1,0.98
66,2024,11,309815.47,186360.23,2,0,1,0.68
66,2024,12,275653.79,163091.65,0,0,1,0.96
67,2024,1,243833.67,155598.9,0,1,1,0.66
67,2024,2,291041.64,184831.7,2,0,1,0.72
67,2024,3,299540.87,153666.41,2,0,1,0.78
67,2024,4,273877.57,118609.21,0,0,1,0.65
67,2024,5,258783.0,147504.77,0,0,1,0.74
67,2024,6,261928.49,113828.67,2,0,1,0.77
67,2024,7,293523.37,134497.78,0,0,1,0.78
67,2024,8,299104.82,136253.72,0,0,1,0.62
67,2024,9,301455.67,127508.88,1,0,1,0.78
67,2024,10,361976.0,196371.5,0,1,1,0.9
67,2024,11,296155.88,176204.25,2,0,0,0.77
67,2024,12,243718.01,104408.6,0,0,1,0.67
68,2024,1,281589.31,180085.18,0,0,1,0.92
68,2024,2,273178.73,172031.53,3,0,1,0.69
68,2024,3,254239.22,139381.61,1,0,1,0.81
68,2024,4,292857.12,219159.37,0,0,1,0.77
68,2024,5,232883.96,120801.57,0,1,0,0.66
68,2024,6,186099.45,94643.45,0,0,1,0.76
68,2024,7,271853.79,177039.89,0,0,1,0.87
68,2024,8,198712.79,82229.04,0,0,1,0.63
68,2024,9,219272.89,114441.29,2,0,1,0.8
68,2024,10,251633.46,119813.9,0,1,1,0.76
68,2024,11,294248.65,141602.19,1,0,1,0.7
68,2024,12,224439.52,116946.91,4,0,1,0.79
69,2024,1,69556.13,31147.74,1,0,1,0.91
69,2024,2,57014.12,37396.41,1,0,1,0.66
69,2024,3,71419.02,36268.14,0,1,1,0.62
69,2024,4,64001.09,41534.12,1,0,1,0.82
69,2024,5,68523.8,52637.95,4,0,1,0.85
69,2024,6,57017.11,41977.54,1,0,1,0.82
69,2024,7,55055.68,31810.07,2,0,1,0.61
69,2024,8,65098.13,51241.93,3,0,1,0.91
69,2024,9,46446.36,19641.34,0,0,1,0.74
69,2024,10,46857.43,25835.76,0,0,0,0.91
69,2024,11,46570.09,29597.31,1,0,1,1.0
69,2024,12,45298.29,29030.01,0,0,1,0.93
70,2024,1,155452.71,101322.86,0,0,1,0.97
70,2024,2,173010.68,92321.89,2,0,1,0.68
70,2024,3,151868.64,112534.17,3,0,1,1.0
70,2024,4,124835.72,58918.79,0,1,1,0.6
70,2024,5,135865.16,89809.75,2,0,1,0.89
70,2024,6,162254.78,91555.17,0,0,1,0.9
70,2024,7,151446.11,108292.2,1,0,0,0.93
70,2024,8,141711.58,105723.22,1,0,0,0.9
70,2024,9,170339.1,83144.55,0,0,1,0.94
70,2024,10,126001.49,79218.21,1,1,0,0.93
70,2024,11,110616.44,52932.39,4,0,1,0.65
70,2024,12,142707.67,76761.07,1,0,1,0.94
71,2024,1,1691588.03,1252544.59,0,0,0,0.91
71,2024,2,1440891.51,978457.93,0,0,1,0.8
71,2024,3,1510014.7,861797.07,0,0,1,0.86
71,2024,4,1330432.92,547165.23,4,0,1,0.8
71,2024,5,1531974.16,851988.1,0,0,1,0.92
71,2024,6,1687507.77,775778.63,0,0,1,0.74
71,2024,7,1794658.77,982320.78,0,0,1,0.7
71,2024,8,1768702.58,1176467.11,3,0,1,0.92
71,2024,9,1542574.37,834042.71,4,0,1,0.62
71,2024,10,1638345.08,1231564.13,1,0,1,0.89
71,2024,11,1370360.0,614276.29,1,0,0,0.65
71,2024,12,1299880.06,753553.26,1,0,1,0.99
72,2024,1,1594970.09,1230364.92,3,0,1,0.87
72,2024,2,1176616.11,723405.69,2,0,1,0.75
72,2024,3,1451091.26,683431.34,1,0,0,0.66
72,2024,4,1110749.12,753989.07,1,1,1,0.96
72,2024,5,1079007.07,781138.94,0,0,0,0.64
72,2024,6,1348381.41,641370.61,0,0,1,0.75
72,2024,7,1034332.64,730096.3,0,0,1,0.79
72,2024,8,1229940.01,557214.33,3,0,1,0.92
72,2024,9,1130491.61,601161.09,0,0,1,0.73
72,2024,10,1071015.02,717810.03,5,0,1,0.91
72,2024,11,1298347.9,578406.92,1,0,1,0.82
72,2024,12,1350828.34,697234.28,1,0,1,0.75
73,2024,1,425620.92,-57983.47,7,0,0,0.49
73,2024,2,648655.93,35897.66,5,3,1,0.37
73,2024,3,717682.74,60162.64,12,2,1,0.34
73,2024,4,741296.95,-9814.15,8,0,1,0.58
73,2024,5,495873.99,140192.53,5,2,1,0.55
73,2024,6,573189.71,127543.8,1,1,1,0.24
73,2024,7,383282.99,-52598.09,6,1,1,0.35
73,2024,8,497268.7,-12495.82,8,2,1,0.45
73,2024,9,380746.36,-13245.13,11,1,1,0.38
73,2024,10,414236.43,117786.05,15,0,1,0.28
73,2024,11,588561.37,98016.92,11,2,1,0.29
73,2024,12,746249.94,18920.17,0,0,1,0.38
74,2024,1,1592544.61,700987.15,0,0,1,0.81
74,2024,2,2280208.35,1647757.54,0,0,1,0.81
74,2024,3,2087751.15,1025360.77,2,0,1,0.97
74,2024,4,2125672.4,901662.04,0,0,0,0.89
74,2024,5,1846823.0,1291796.05,0,0,1,0.79
74,2024,6,2160743.59,994161.31,0,0,0,0.97
74,2024,7,2123752.65,1278439.59,3,0,1,0.95
74,2024,8,2246210.4,1474862.85,1,0,0,0.69
74,2024,9,1971495.51,982135.92,0,0,1,0.78
74,2024,10,1687434.36,1014348.62,0,0,0,0.85
74,2024,11,1858062.54,1378750.12,3,0,1,0.72
74,2024,12,1497885.21,1184934.98,0,1,1,0.76
75,2024,1,1576143.84,1155105.24,3,0,1,0.73
75,2024,2,1554354.05,1188790.26,1,0,1,0.98
75,2024,3,1631948.95,906962.93,0,0,0,0.88
75,2024,4,1913210.21,768319.22,6,0,0,0.93
75,2024,5,1998563.34,982552.8,1,0,1,0.75
75,2024,6,2117635.7,1631357.2,0,0,1,0.93
75,2024,7,2046476.43,860041.02,1,0,1,0.62
75,2024,8,1874298.62,1488404.93,2,0,1,0.62
75,2024,9,1506461.88,717007.05,4,0,1,0.65
75,2024,10,1486225.76,699906.02,4,0,0,0.97
75,2024,11,1840890.9,1030427.65,3,0,0,0.75
75,2024,12,1795493.11,1195408.83,0,0,1,0.63
76,2024,1,1629887.53,1091445.31,0,0,1,0.77
76,2024,2,1583252.14,848967.73,2,0,1,0.98
76,2024,3,2278520.3,1546333.67,5,1,1,0.95
76,2024,4,2012746.61,1342085.54,1,0,1,0.89
76,2024,5,2095767.75,987256.76,0,0,1,0.92
76,2024,6,2196331.27,1636518.92,3,0,0,0.86
76,2024,7,1974363.02,1508799.1,0,0,0,0.71
76,2024,8,1461685.82,633840.03,1,0,1,0.93
76,2024,9,1816392.9,1145959.67,0,0,0,0.68
76,2024,10,1830416.82,844800.5,2,0,1,0.96
76,2024,11,1483234.74,860409.4,0,0,0,0.96
76,2024,12,1915835.04,998323.29,1,0,1,0.72
77,2024,1,1026594.45,560104.64,1,0,0,0.72
77,2024,2,1063897.95,825370.15,3,0,1,0.84
77,2024,3,1282294.62,680615.7,0,0,0,0.84
77,2024,4,1318221.02,893146.78,2,0,1,0.83
77,2024,5,923669.66,424715.65,1,0,1,0.65
77,2024,6,875709.69,371874.08,0,0,0,0.73
77,2024,7,1032595.41,775612.27,0,0,1,0.91
77,2024,8,919360.14,459939.57,2,0,0,0.89
77,2024,9,1279454.95,960481.4,1,0,1,0.97
77,2024,10,1070736.3,463274.67,2,0,1,0.7
77,2024,11,896882.76,447328.18,3,1,1,0.93
77,2024,12,949632.41,540877.14,2,0,1,0.92
78,2024,1,303893.29,56639.32,9,0,1,0.51
78,2024,2,546409.49,64061.19,7,0,1,0.53
78,2024,3,500979.8,60065.4,5,1,1,0.65
78,2024,4,446361.2,15570.39,2,0,1,0.23
78,2024,5,633994.82,147454.9,3,1,0,0.44
78,2024,6,307822.12,38522.2,0,1,1,0.29
78,2024,7,560572.98,-106378.77,19,2,1,0.62
78,2024,8,636316.75,-9426.75,17,1,1,0.24
78,2024,9,609774.45,108029.92,15,0,1,0.56
78,2024,10,649864.26,-37803.48,4,1,1,0.43
78,2024,11,426687.16,-46328.23,15,3,1,0.37
78,2024,12,462626.64,95028.79,4,1,1,0.69
79,2024,1,590242.97,338658.27,0,0,1,0.89
79,2024,2,495471.32,261423.08,1,0,1,0.67
79,2024,3,488747.11,350927.38,3,0,0,0.8
79,2024,4,407045.55,272007.01,2,0,1,0.67
79,2024,5,460382.65,188083.21,1,0,1,0.95
79,2024,6,404533.29,303627.1,0,1,1,0.74
79,2024,7,415969.56,253086.6,1,0,1,0.84
79,2024,8,381814.47,217845.25,1,1,0,0.83
79,2024,9,406924.07,203371.92,0,1,1,0.88
79,2024,10,548669.9,435293.98,0,0,0,1.0
79,2024,11,364886.21,227483.17,0,0,1,0.97
79,2024,12,513121.76,330331.7,2,0,1,0.92
80,2024,1,1657731.31,1130141.33,1,0,1,0.77
80,2024,2,1996273.29,1446792.39,1,0,1,0.96
80,2024,3,1908716.2,1185270.74,1,0,1,0.9
80,2024,4,1969382.46,1246775.85,0,0,0,0.73
80,2024,5,1409106.9,583127.32,2,0,0,0.73
80,2024,6,1718592.57,830540.18,1,0,0,0.88
80,2024,7,1987983.82,874317.04,2,0,1,0.84
80,2024,8,1790026.95,1415787.44,4,0,1,0.92
80,2024,9,1540298.09,989121.66,3,0,1,0.98
80,2024,10,1311400.64,649065.17,1,1,1,0.95
80,2024,11,1465730.69,832423.14,0,0,1,0.88
80,2024,12,1627447.36,1276270.51,4,0,1,0.62
81,2024,1,1571190.59,1026490.83,0,0,0,0.82
81,2024,2,1474249.61,1057008.6,0,1,1,0.81
81,2024,3,2083218.01,1127691.55,1,0,1,0.94
81,2024,4,2173184.08,1147577.95,0,0,1,0.66
81,2024,5,1561211.37,1092351.17,0,1,1,0.98
81,2024,6,1859772.53,1351491.26,2,0,1,0.63
81,2024,7,1600757.82,1274544.08,0,0,0,0.64
81,2024,8,1775301.07,1401769.95,1,0,1,0.62
81,2024,9,2111010.17,1335395.75,4,0,1,0.7
81,2024,10,2139880.72,1311787.22,0,1,0,0.8
81,2024,11,1682305.81,1313433.37,1,0,1,0.89
81,2024,12,1532630.84,920068.84,2,0,1,0.72
82,2024,1,79220.11,48095.98,0,1,0,0.99
82,2024,2,99682.55,57641.04,1,0,0,0.92
82,2024,3,90582.06,58211.02,0,0,1,0.79
82,2024,4,109029.75,85594.69,2,1,1,0.71
82,2024,5,89343.07,61619.44,1,0,0,0.72
82,2024,6,94417.77,70654.27,1,1,1,0.92
82,2024,7,80187.51,52250.38,0,0,0,0.64
82,2024,8,93105.16,64994.8,2,0,0,0.83
82,2024,9,113608.05,90818.57,5,0,0,0.87
82,2024,10,123248.9,70166.25,1,0,1,0.94
82,2024,11,81123.91,44708.13,0,0,1,0.91
82,2024,12,105908.69,74496.36,1,0,1,0.98
83,2024,1,1750575.27,1044117.68,2,0,1,0.79
83,2024,2,1201813.63,721136.76,0,0,0,0.79
83,2024,3,1594024.42,691184.66,4,0,1,0.99
83,2024,4,1615256.39,749955.08,3,0,1,0.71
83,2024,5,1416865.86,899386.03,2,1,1,0.73
83,2024,6,1524190.21,1115119.35,2,0,1,0.86
83,2024,7,1317242.9,586683.77,0,0,1,0.82
83,2024,8,1859885.85,1232970.86,4,0,1,0.91
83,2024,9,1608405.92,1155066.52,3,1,1,0.74
83,2024,10,1395341.38,665692.69,2,0,1,0.83
83,2024,11,1390889.62,924482.54,0,0,0,0.89
83,2024,12,1753513.63,1122915.53,1,0,1,0.91
84,2024,1,526247.85,-22049.75,7,2,1,0.22
84,2024,2,467976.3,104695.65,2,0,0,0.65
84,2024,3,638146.17,108127.98,14,1,0,0.68
84,2024,4,408324.11,11971.34,16,0,0,0.53
84,2024,5,530870.45,-14236.53,7,0,1,0.54
84,2024,6,401473.93,-36324.26,8,0,1,0.36
84,2024,7,557672.22,-101493.22,5,0,1,0.58
84,2024,8,538786.08,74764.9,12,2,1,0.43
84,2024,9,463089.25,29089.72,2,2,1,0.69
84,2024,10,601052.01,73431.87,22,1,0,0.65
