applicant_id,year,month,total_inflow,total_outflow,txn_count,unique_counterparties,inflow_volatility
45,2024,2,1113178.03,848297.97,140,25,0.1573
45,2024,3,1070065.56,991520.93,72,13,0.1342
45,2024,4,1193013.35,734950.37,103,9,0.1505
45,2024,5,1256720.73,1064905.33,161,20,0.121
45,2024,6,1180611.49,992809.67,58,21,0.1824
45,2024,7,1042657.38,665294.64,23,39,0.1683
45,2024,8,1217649.9,918813.64,81,10,0.2622
45,2024,9,1325187.17,972649.49,210,32,0.362
45,2024,10,1320860.27,983450.86,224,13,0.1123
45,2024,11,1071773.75,909354.42,169,36,0.1277
45,2024,12,1236145.1,1074084.25,21,30,0.1101
46,2024,1,571561.74,415952.79,139,28,0.4667
46,2024,2,646921.88,523347.31,197,40,0.205
46,2024,3,666943.36,529928.85,166,6,0.076
46,2024,4,680598.06,541114.23,203,48,0.2158
46,2024,5,575294.71,412353.49,92,19,0.2051
46,2024,6,701726.98,472111.08,129,8,0.1261
46,2024,7,616279.74,452208.36,189,37,0.1743
46,2024,8,610179.07,494682.66,158,31,0.0734
46,2024,9,644627.89,417800.47,60,31,0.1819
46,2024,10,1270328.12,912384.76,57,29,0.173
46,2024,11,1268928.12,742026.56,175,17,0.0267
46,2024,12,1108329.09,699261.86,171,19,0.0371
47,2024,1,403127.05,394748.56,151,4,0.1478
47,2024,2,524787.14,473117.75,114,11,0.1625
47,2024,3,501889.92,368400.04,152,14,0.134
47,2024,4,447482.05,311402.51,145,48,0.0359
47,2024,5,528268.16,481251.71,56,20,0.0634
47,2024,6,531281.47,452760.05,93,24,0.0085
47,2024,7,407986.32,327877.26,51,14,0.1366
47,2024,8,402892.39,371332.17,120,45,0.1463
47,2024,9,500681.55,373523.46,60,6,0.2405
47,2024,10,530802.05,499302.22,108,50,0.1033
47,2024,11,513346.33,334410.94,140,25,0.2152
47,2024,12,531979.13,447107.87,152,7,0.232
48,2024,1,322207.74,280134.2,164,6,0.1793
48,2024,2,316698.95,224041.1,75,19,0.0818
48,2024,3,344631.85,211703.36,74,7,0.0111
48,2024,4,379311.48,354854.49,192,17,0.3089
48,2024,5,317305.22,236286.69,49,16,0.114
48,2024,6,376439.36,299588.04,192,42,0.2199
48,2024,7,349384.93,288102.91,122,21,0.1006
48,2024,8,384365.1,291677.69,77,6,0.0567
48,2024,9,387453.15,299974.19,120,24,0.0135
48,2024,10,350767.02,287572.78,35,13,0.0694
48,2024,11,348529.91,318961.16,23,16,0.2828
48,2024,12,378729.68,309233.98,23,25,0.4294
49,2024,1,1532072.27,1024663.0,46,15,0.3866
49,2024,2,961946.14,719837.34,174,16,0.5292
49,2024,3,1637491.09,1045525.77,220,32,0.192
49,2024,4,841410.88,525471.32,112,11,0.3729
49,2024,5,682396.91,439915.26,103,40,0.3941
49,2024,6,1773768.61,1442545.9,260,34,0.404
49,2024,7,648749.9,420592.08,96,46,0.2064
49,2024,8,1378001.51,1148381.49,76,29,0.4833
49,2024,9,973705.57,912239.08,133,31,0.1592
49,2024,10,1079437.88,727495.18,180,39,0.3584
49,2024,11,776615.83,485428.4,54,14,0.0344
49,2024,12,593770.79,441831.81,35,16,0.3568
50,2024,1,701338.15,486033.93,112,12,0.0096
50,2024,2,705583.85,567546.69,52,16,0.0169
50,2024,3,570430.34,375094.74,104,18,0.4474
50,2024,4,543149.22,484434.33,56,56,0.2451
50,2024,5,681451.97,569042.1,205,39,0.4785
50,2024,6,583834.36,493868.93,115,4,0.108
50,2024,7,543398.05,394452.84,57,42,0.054
50,2024,8,700810.94,551123.05,100,38,0.0617
50,2024,9,583342.71,517626.09,148,28,0.0749
50,2024,10,650766.76,430353.91,65,38,0.1812
50,2024,11,599532.13,544400.65,138,47,0.2615
50,2024,12,563717.61,348637.61,169,28,0.2849
51,2024,1,1150781.61,758962.27,145,8,0.1026
51,2024,2,956669.19,717038.23,46,42,0.0439
51,2024,3,908487.74,735250.18,184,37,0.0082
51,2024,4,823777.47,504000.16,192,39,0.0975
51,2024,5,724368.51,651851.47,110,30,0.1481
51,2024,6,695590.7,476116.93,47,15,0.0015
51,2024,7,793279.7,617386.73,148,35,0.1105
51,2024,8,886381.41,678306.08,187,11,0.1536
51,2024,9,726079.57,430130.69,154,19,0.1321
51,2024,10,784963.61,602173.29,48,40,0.1489
51,2024,11,898242.0,734139.44,141,49,0.0206
51,2024,12,884938.57,726502.72,64,21,0.2444
52,2024,1,863058.44,619725.08,183,46,0.1416
52,2024,2,949269.87,694401.57,134,34,0.2185
52,2024,3,760050.97,654273.97,150,28,0.0396
52,2024,4,960891.61,575272.88,194,36,0.0913
52,2024,5,759252.25,686620.83,28,24,0.0343
52,2024,6,814636.42,666460.39,25,30,0.0896
52,2024,7,782669.93,699654.25,32,11,0.0877
52,2024,8,766991.61,661654.93,124,46,0.1999
52,2024,9,754605.25,434263.2,120,6,0.23
52,2024,10,1777744.02,1371430.44,59,40,0.1251
52,2024,11,1660340.91,1246957.44,156,35,0.2296
52,2024,12,1722331.61,1309130.06,79,12,0.0905
53,2024,1,265415.87,204957.68,119,34,0.1558
53,2024,2,261891.98,159085.89,28,19,0.0106
53,2024,3,260190.75,152636.28,66,19,0.0164
53,2024,4,254947.1,190314.88,63,10,0.2381
53,2024,5,232040.72,168013.65,78,46,0.0689
53,2024,6,268913.68,210333.66,61,26,0.131
53,2024,7,257086.75,215881.32,23,34,0.416
53,2024,8,228775.34,139123.87,25,10,0.0284
53,2024,9,278056.06,179925.3,126,5,0.0839
53,2024,10,228220.37,212658.28,169,26,0.3954
53,2024,11,272670.74,204694.82,73,9,0.0314
53,2024,12,237142.62,157585.36,131,36,0.0968
54,2024,1,340467.61,259823.64,79,38,0.1291
54,2024,2,399747.27,260730.97,181,21,0.2258
54,2024,3,356756.29,264806.37,151,35,0.0112
54,2024,4,388397.36,284363.65,76,56,0.1618
54,2024,5,316177.9,196626.37,80,16,0.1449
54,2024,6,369522.01,349708.7,151,22,0.0261
54,2024,7,369051.99,256273.22,79,48,0.1263
54,2024,8,389781.61,243455.44,32,38,0.0534
54,2024,9,415042.72,286781.67,94,38,0.0063
54,2024,10,553513.16,345202.42,33,32,0.3162
54,2024,11,734478.78,586810.36,60,33,0.1337
54,2024,12,573990.63,404643.3,164,44,0.1993
55,2024,1,1455149.3,1159434.33,81,22,0.0534
55,2024,2,1430092.11,1341088.84,22,15,0.0993
55,2024,3,1617925.22,948572.55,184,8,0.1792
55,2024,4,1299933.19,948980.0,135,15,0.0954
55,2024,5,1610212.19,1056820.42,108,5,0.1325
55,2024,6,1531263.31,946747.66,82,6,0.24
55,2024,7,1418861.99,1208310.06,117,14,0.1833
55,2024,8,1444455.73,1237557.76,52,44,0.1406
55,2024,9,1452907.86,1080828.92,104,19,0.3925
55,2024,10,1490434.81,1313820.42,120,25,0.2914
55,2024,11,1547102.37,1304955.09,88,26,0.1437
55,2024,12,1216292.54,985768.95,37,32,0.2048
56,2024,1,178973.62,169757.89,51,26,0.3581
56,2024,2,169175.96,110132.82,66,32,0.2601
56,2024,3,177942.79,125165.37,75,41,0.1794
56,2024,4,196268.96,174645.89,120,47,0.2786
56,2024,5,225752.23,196926.38,221,9,0.1511
56,2024,6,225824.8,194061.09,71,51,0.0104
56,2024,7,211129.18,164205.31,62,35,0.1496
56,2024,8,189478.31,151831.49,161,33,0.1491
56,2024,9,201914.31,123082.3,126,51,0.0102
56,2024,10,215308.41,161104.51,134,45,0.1334
56,2024,11,204495.2,187205.53,143,44,0.1148
56,2024,12,207536.45,186174.08,38,24,0.1479
57,2024,1,1166274.9,899027.59,126,20,0.248
57,2024,2,1283692.44,1245327.68,43,48,0.0266
57,2024,3,844851.18,758091.9,89,35,0.297
57,2024,4,789547.82,606239.54,115,24,0.1706
57,2024,5,1029662.53,821450.41,65,36,0.1281
57,2024,6,873253.78,756080.27,129,45,0.303
57,2024,7,964883.07,731359.29,175,14,0.014
57,2024,8,966631.09,948761.8,127,19,0.2271
57,2024,9,1005607.51,871084.58,171,25,0.0647
57,2024,10,935403.78,737181.4,135,41,0.0437
57,2024,11,938494.23,795451.82,172,49,0.1458
57,2024,12,876315.01,778403.79,163,38,0.0218
58,2024,1,371221.09,334489.19,70,51,0.1445
58,2024,2,389095.73,237508.35,121,37,0.022
58,2024,3,349700.02,319300.8,189,19,0.1858
58,2024,4,373855.67,342812.71,25,45,0.148
58,2024,5,313532.23,248373.54,115,9,0.2447
58,2024,6,326684.47,259842.06,112,24,0.1514
58,2024,7,323044.79,268638.12,62,5,0.0141
58,2024,8,325070.11,274904.47,40,26,0.143
58,2024,9,380312.65,302781.3,126,10,0.0561
58,2024,10,796376.49,756452.25,211,8,0.1771
58,2024,11,578304.38,472063.2,220,13,0.1678
58,2024,12,678327.6,609263.57,176,22,0.1425
59,2024,1,935237.38,659385.16,181,29,0.1759
59,2024,2,865643.42,668256.35,179,19,0.2254
59,2024,3,958453.27,891430.63,55,29,0.0233
59,2024,4,971624.87,802366.46,127,8,0.064
59,2024,5,886955.6,562840.66,91,14,0.1167
59,2024,6,1039534.58,771286.16,205,50,0.1678
59,2024,7,945278.2,767619.84,33,44,0.3293
59,2024,8,970614.66,829087.81,56,33,0.1203
59,2024,9,852242.31,690060.51,97,39,0.116
59,2024,10,1993726.19,1631834.31,192,13,0.2572
59,2024,11,1291687.2,900485.9,165,6,0.103
59,2024,12,1651639.88,1558590.1,153,27,0.0263
60,2024,1,414804.86,349309.15,158,17,0.0391
60,2024,2,470599.79,316112.92,87,14,0.0841
60,2024,3,449857.93,355628.17,84,58,0.0408
60,2024,4,382175.0,242668.02,168,8,0.0409
60,2024,5,404853.37,298003.05,120,7,0.1168
60,2024,6,417991.24,332705.7,115,4,0.0174
60,2024,7,477195.84,287679.93,29,35,0.0018
60,2024,8,487805.78,402376.37,127,15,0.0598
60,2024,9,475955.25,349879.74,125,35,0.0656
60,2024,10,728223.14,670020.56,143,23,0.2608
60,2024,11,719920.13,527319.21,61,42,0.3046
60,2024,12,724346.64,649247.3,144,48,0.134
61,2024,1,751980.02,496711.54,178,30,0.2614
61,2024,2,736939.96,590578.47,146,41,0.3341
61,2024,3,821407.57,500110.2,150,38,0.0043
61,2024,4,817202.81,757401.46,94,35,0.1927
61,2024,5,768843.57,479776.24,49,39,0.0935
61,2024,6,724836.09,482349.72,95,19,0.1934
61,2024,7,855271.05,674296.66,70,51,0.0806
61,2024,8,846639.98,733077.27,205,34,0.1899
61,2024,9,795942.42,501473.02,68,41,0.1985
61,2024,10,830955.83,744886.71,202,26,0.3341
61,2024,11,702292.81,635719.0,130,21,0.0729
61,2024,12,863212.36,770223.3,163,17,0.0358
62,2024,1,603818.06,589756.46,141,5,0.0011
62,2024,2,808260.73,531610.8,209,11,0.3232
62,2024,3,599390.9,501166.13,47,26,0.5324
62,2024,4,727950.47,571541.14,37,37,0.3705
62,2024,5,462575.61,328673.56,70,16,0.2748
62,2024,6,849183.68,750677.57,284,25,0.1107
62,2024,7,541879.27,464529.16,203,19,0.2063
62,2024,8,329939.66,316712.61,16,20,0.0285
62,2024,9,668496.02,599354.06,164,21,0.2883
62,2024,10,576471.56,385864.04,192,32,0.1944
62,2024,11,489798.22,310100.18,75,46,0.2376
62,2024,12,473852.51,412765.58,149,24,0.3303
63,2024,1,512064.17,389131.4,72,40,0.032
63,2024,2,583855.9,563652.42,79,38,0.0649
63,2024,3,513802.14,346641.98,166,54,0.0213
63,2024,4,506695.19,472339.56,24,38,0.1588
63,2024,5,522640.76,420424.97,176,12,0.3085
63,2024,6,619858.44,536196.53,22,16,0.0884
63,2024,7,518292.61,428169.4,48,8,0.2086
63,2024,8,548832.33,463829.05,104,31,0.0473
63,2024,9,652475.59,439947.2,154,29,0.0469
63,2024,10,484553.54,353393.67,130,11,0.0331
63,2024,11,519155.95,486946.65,150,13,0.1993
63,2024,12,515960.44,311315.62,41,34,0.1242
64,2024,1,630227.72,438637.54,31,14,0.2276
64,2024,2,710048.65,417578.51,103,23,0.3015
64,2024,3,708506.73,645043.64,105,21,0.0376
64,2024,4,714495.94,542440.45,188,20,0.2598
64,2024,5,720331.98,638377.54,101,46,0.0808
64,2024,6,728612.98,480568.46,42,21,0.0485
64,2024,7,758360.7,522236.54,159,49,0.4676
64,2024,8,809754.5,559262.05,139,31,0.0217
64,2024,9,769886.78,731327.34,162,43,0.0845
64,2024,10,661172.86,510318.73,46,37,0.0094
64,2024,11,662949.67,552773.28,52,27,0.0512
64,2024,12,749125.42,667327.59,61,37,0.1858
65,2024,1,1188219.59,801274.18,206,41,0.2803
65,2024,2,1033774.28,951849.84,106,11,0.1754
65,2024,3,565100.32,341151.4,107,26,0.2023
65,2024,4,1087861.01,976432.66,141,35,0.3014
65,2024,5,780379.96,524887.05,126,10,0.0177
65,2024,6,1551196.54,1188095.99,290,17,0.513
65,2024,7,1232403.62,1188839.4,146,28,0.2196
65,2024,8,1398268.06,1168828.57,164,14,0.4116
65,2024,9,968522.04,622081.25,157,55,0.348
65,2024,10,2569959.86,2189299.91,295,26,0.4542
65,2024,11,2183724.81,1393217.61,239,52,0.4125
65,2024,12,2527013.49,2180434.17,125,5,0.3163
66,2024,1,763852.07,634679.54,136,11,0.0458
66,2024,2,666738.28,516615.37,177,9,0.1855
66,2024,3,653707.91,414454.12,36,38,0.063
66,2024,4,765260.16,478497.77,161,7,0.1415
66,2024,5,708857.34,442838.11,40,36,0.0627
66,2024,6,823385.02,743869.51,62,36,0.1177
66,2024,7,628756.04,499656.16,69,30,0.195
66,2024,8,798353.68,668437.92,172,14,0.185
66,2024,9,682955.4,609527.8,123,10,0.3215
66,2024,10,835751.18,533733.18,49,44,0.1122
66,2024,11,774119.24,590202.39,158,35,0.0892
66,2024,12,797061.92,547093.31,138,11,0.1186
67,2024,1,372572.64,247290.09,35,16,0.0156
67,2024,2,418268.39,308442.53,55,7,0.2033
67,2024,3,486421.02,404262.46,221,45,0.0424
67,2024,4,400507.31,296056.23,117,8,0.168
67,2024,5,496340.66,386206.92,27,12,0.0574
67,2024,6,488122.53,342972.94,196,45,0.3132
67,2024,7,454258.86,314299.84,74,13,0.1442
67,2024,8,423346.32,341125.73,131,24,0.1184
67,2024,9,410630.96,254241.22,133,47,0.0177
67,2024,10,402505.93,296900.19,157,15,0.1418
67,2024,11,384790.13,313837.42,144,22,0.4257
67,2024,12,473928.95,361191.35,99,32,0.155
68,2024,1,261253.79,206877.11,167,34,0.1223
68,2024,2,277126.81,266095.72,110,11,0.1299
68,2024,3,256315.39,175233.73,60,7,0.1973
68,2024,4,262378.03,179080.71,165,13,0.0034
68,2024,5,222919.94,172184.29,99,27,0.042
68,2024,6,240778.55,141391.16,19,14,0.1713
68,2024,7,289011.37,191787.82,186,45,0.0957
68,2024,8,251687.22,214115.84,121,32,0.2608
68,2024,9,275542.31,201255.31,208,22,0.0501
68,2024,10,266950.12,237529.26,29,33,0.2247
68,2024,11,230683.06,151154.54,122,31,0.1525
68,2024,12,276745.42,247967.34,142,13,0.0798
69,2024,1,753275.08,482657.2,31,32,0.1448
69,2024,2,720367.32,666844.21,100,38,0.0179
69,2024,3,682760.9,547502.32,131,40,0.0413
69,2024,4,614672.78,451805.3,35,13,0.229
69,2024,5,566789.69,425095.22,53,11,0.2002
69,2024,6,747288.68,629473.39,142,55,0.3238
69,2024,7,644846.89,398469.53,181,12,0.3198
69,2024,8,562306.94,430014.62,143,25,0.0835
69,2024,9,574639.11,343673.06,122,6,0.0534
69,2024,10,740179.9,717194.61,185,16,0.0518
69,2024,11,704792.75,569250.69,192,39,0.1442
69,2024,12,749052.58,717981.62,133,39,0.1582
70,2024,1,948184.29,868985.55,195,54,0.0727
70,2024,2,1019014.03,801727.21,90,32,0.1771
70,2024,3,966024.05,729000.57,100,4,0.1441
70,2024,4,817260.75,624354.97,31,48,0.0076
70,2024,5,911872.75,579787.58,35,28,0.2728
70,2024,6,995322.64,826278.42,134,27,0.3643
70,2024,7,846662.02,715391.97,169,40,0.0754
70,2024,8,816214.37,603652.51,57,45,0.0587
70,2024,9,924151.68,638677.04,177,29,0.0324
70,2024,10,1746264.83,1236128.93,39,48,0.4104
70,2024,11,1897898.91,1514851.61,141,52,0.0637
70,2024,12,1612015.58,1081456.84,125,6,0.0168
71,2024,1,305401.19,233514.6,23,46,0.3236
71,2024,2,758587.92,488479.98,148,36,0.073
71,2024,3,636610.75,500750.66,155,38,0.2878
71,2024,4,952391.38,817893.79,221,25,0.5282
71,2024,5,310276.48,212488.11,98,34,0.2703
71,2024,6,789571.84,659602.03,296,48,0.1142
71,2024,7,341129.57,235206.73,115,24,0.4475
71,2024,8,651619.31,405588.67,207,5,0.3416
71,2024,9,894102.79,611246.72,77,8,0.279
71,2024,10,400195.21,267380.16,91,19,0.3461
71,2024,11,789651.1,632630.78,229,33,0.2864
71,2024,12,787852.33,649586.86,284,43,0.5483
72,2024,1,726533.34,441198.86,69,33,0.1666
72,2024,2,741859.31,692420.73,197,30,0.1792
72,2024,3,723796.53,622129.33,197,23,0.2222
72,2024,4,690042.2,508675.07,34,18,0.2267
72,2024,5,675529.34,539486.69,123,40,0.3134
72,2024,6,710777.68,526523.67,88,34,0.1823
72,2024,7,623328.63,398295.16,27,43,0.1363
72,2024,8,652685.87,459296.05,134,10,0.1699
72,2024,9,664012.45,463411.13,99,7,0.0262
72,2024,10,637389.91,504772.7,46,17,0.0033
72,2024,11,688728.92,639547.66,147,29,0.052
72,2024,12,777629.16,511797.79,176,18,0.1008
73,2024,1,845039.45,631403.21,132,37,0.0555
73,2024,2,850923.18,715029.26,47,41,0.1962
73,2024,3,855083.05,797143.41,189,12,0.0847
73,2024,4,760343.42,550990.82,59,7,0.0523
73,2024,5,825971.27,524937.43,54,21,0.1473
73,2024,6,874486.81,735169.28,102,41,0.0514
73,2024,7,758849.28,467238.74,142,9,0.2748
73,2024,8,892187.79,703076.06,102,8,0.0694
73,2024,9,897574.88,541880.92,129,24,0.1784
73,2024,10,872901.2,582068.59,210,27,0.0959
73,2024,11,670210.64,587053.88,169,21,0.2409
73,2024,12,684928.61,610650.19,25,25,0.3353
74,2024,1,1221837.76,817780.54,125,24,0.282
74,2024,2,1404439.37,1139884.85,77,25,0.1567
74,2024,3,1090759.51,889071.53,98,42,0.1056
74,2024,4,1062627.89,882637.49,64,22,0.2671
74,2024,5,1170123.53,738626.15,169,11,0.2342
74,2024,6,1210301.18,1064328.75,150,52,0.2953
74,2024,7,1274247.61,1081455.54,102,44,0.1056
74,2024,8,1281893.43,1100980.16,26,45,0.2249
74,2024,9,1185236.79,748156.32,101,39,0.3696
74,2024,10,1269064.66,909725.24,28,20,0.2083
74,2024,11,1057482.04,885025.98,52,37,0.2288
74,2024,12,1129875.14,1051793.24,20,49,0.2657
75,2024,1,1159507.7,975714.19,105,20,0.1758
75,2024,2,971921.05,935788.32,62,27,0.0154
75,2024,3,844569.04,655710.44,29,28,0.0464
75,2024,4,790542.69,681181.86,140,31,0.0825
75,2024,5,951538.85,617210.8,113,39,0.0751
75,2024,6,943808.56,712972.01,114,13,0.1696
75,2024,7,977857.0,637529.9,80,26,0.0191
75,2024,8,910930.3,583135.04,26,9,0.1155
75,2024,9,952221.74,810787.91,67,19,0.2065
75,2024,10,950605.51,607986.52,125,11,0.089
75,2024,11,1059641.85,880385.72,103,49,0.2924
75,2024,12,929707.22,692617.41,124,40,0.0745
76,2024,1,559768.43,329634.38,197,6,0.0207
76,2024,2,452156.87,415641.59,118,36,0.2051
76,2024,3,557594.09,423523.74,24,8,0.0866
76,2024,4,478867.97,429380.74,111,49,0.2921
76,2024,5,532917.53,335961.43,29,25,0.102
76,2024,6,532972.94,349365.98,183,35,0.1954
76,2024,7,555763.85,329984.61,173,6,0.0215
76,2024,8,491336.92,454348.73,183,30,0.1539
76,2024,9,446009.17,275772.83,85,52,0.0418
76,2024,10,436577.67,375872.86,63,7,0.131
76,2024,11,563527.65,519298.05,78,42,0.267
76,2024,12,576054.42,477551.26,117,22,0.2223
77,2024,1,626168.89,472183.7,78,11,0.0907
77,2024,2,521462.48,435720.29,103,29,0.014
77,2024,3,584319.69,462173.36,115,37,0.1115
77,2024,4,499041.82,436522.37,73,44,0.0429
77,2024,5,649968.32,399041.77,47,40,0.2871
77,2024,6,556172.95,505563.33,118,37,0.0731
77,2024,7,496263.89,470082.95,17,55,0.0443
77,2024,8,506395.93,379204.22,66,47,0.1604
77,2024,9,573320.99,493976.8,44,19,0.1144
77,2024,10,610968.42,547893.91,74,33,0.0339
77,2024,11,657491.18,478788.87,51,44,0.0396
77,2024,12,635047.54,600841.43,73,34,0.0143
78,2024,1,382760.08,270393.04,117,39,0.1144
78,2024,2,385022.57,258703.71,94,45,0.0233
78,2024,3,298470.72,244624.02,78,54,0.2107
78,2024,4,344663.56,223829.51,170,22,0.2971
78,2024,5,313637.47,245362.73,134,32,0.2541
78,2024,6,395531.77,339281.71,163,33,0.1964
78,2024,7,310842.08,229599.05,167,52,0.0201
78,2024,8,302747.3,220253.82,126,39,0.223
78,2024,9,356701.52,339417.78,175,37,0.1258
78,2024,10,461093.59,428901.59,53,46,0.0418
78,2024,11,510049.8,325702.1,33,22,0.4747
78,2024,12,574805.34,521172.69,117,41,0.1347
79,2024,1,696991.81,593847.3,114,27,0.1692
79,2024,2,723541.58,456073.0,187,38,0.0331
79,2024,3,795011.03,765745.56,120,11,0.1924
79,2024,4,650086.83,608628.81,28,13,0.1577
79,2024,5,710091.63,571866.23,57,13,0.0155
79,2024,6,806374.06,685108.99,124,40,0.4817
79,2024,7,825922.66,540929.28,103,17,0.2541
79,2024,8,674858.48,560510.15,181,52,0.1385
79,2024,9,743885.9,616326.95,77,17,0.1626
79,2024,10,821118.87,587257.79,31,19,0.1022
79,2024,11,730722.13,486292.27,83,30,0.0008
79,2024,12,677585.89,464502.89,115,27,0.2137
80,2024,1,1014746.46,877176.34,139,36,0.1507
80,2024,2,1100459.78,981416.58,214,5,0.1367
80,2024,3,850890.64,805598.98,27,31,0.3357
80,2024,4,871567.35,613135.33,180,30,0.1355
80,2024,5,818847.46,470984.35,40,22,0.1528
80,2024,6,1007832.65,604290.64,105,48,0.0865
80,2024,7,792140.63,491614.39,130,15,0.3139
80,2024,8,957368.52,670261.8,138,5,0.0544
80,2024,9,1030664.04,817084.15,166,42,0.2292
80,2024,10,963326.26,766486.57,26,16,0.0087
80,2024,11,788556.47,470710.38,167,39,0.1034
80,2024,12,958357.45,730988.48,87,54,0.0767
81,2024,1,858625.79,744034.12,31,30,0.4157
81,2024,2,983057.14,713862.91,207,45,0.1007
81,2024,3,923793.15,625059.43,131,10,0.1474
81,2024,4,976184.79,786308.32,154,22,0.1225
81,2024,5,963395.46,818198.07,133,36,0.3225
81,2024,6,790537.02,592714.53,131,44,0.1633
81,2024,7,898662.09,703403.66,130,45,0.1017
81,2024,8,854588.03,647280.66,48,17,0.1111
81,2024,9,891121.9,759184.99,60,19,0.1769
81,2024,10,755607.01,576614.02,27,15,0.0433
81,2024,11,909008.35,610106.26,79,36,0.0969
81,2024,12,738656.17,669307.25,122,16,0.0619
82,2024,1,1229820.37,932990.42,53,38,0.0175
82,2024,2,1151670.06,818853.99,217,45,0.1661
82,2024,3,974619.45,929753.77,211,28,0.1412
82,2024,4,930930.73,746214.81,51,8,0.0507
82,2024,5,834992.11,723754.47,150,38,0.0246
82,2024,6,790837.83,600158.98,21,25,0.2326
82,2024,7,890588.0,553902.92,48,37,0.167
82,2024,8,1029821.39,672864.34,171,11,0.2446
82,2024,9,1017039.67,891876.58,206,40,0.0466
82,2024,10,979663.05,738373.17,93,24,0.036
82,2024,11,929605.59,676049.37,148,28,0.2586
82,2024,12,781796.64,506629.98,70,15,0.2066
83,2024,1,1059484.33,719167.14,90,47,0.1797
83,2024,2,1121080.5,817026.52,82,6,0.0581
83,2024,3,1031754.99,697029.52,49,7,0.0395
83,2024,4,1066080.1,926734.6,144,10,0.0231
83,2024,5,958859.55,722499.39,54,12,0.0286
83,2024,6,1003257.15,923637.59,125,11,0.0887
83,2024,7,912348.83,711310.34,23,11,0.3136
83,2024,8,940856.25,620901.85,100,36,0.0109
83,2024,9,1143306.04,800570.38,30,34,0.2129
83,2024,10,887844.33,592944.91,123,39,0.1752
83,2024,11,1117795.08,785949.58,111,24,0.2534
83,2024,12,914039.89,543901.33,43,30,0.2056
84,2024,1,674422.0,578112.17,92,37,0.2348
84,2024,2,644735.84,425568.57,68,47,0.3099
84,2024,3,700368.86,431686.34,53,34,0.1219
84,2024,4,636296.17,486804.51,119,24,0.1721
84,2024,5,704250.95,643664.12,171,42,0.006
84,2024,6,559113.97,431059.31,74,17,0.2292
84,2024,7,689232.2,482400.66,107,29,0.0187
84,2024,8,579131.65,389760.07,19,32,0.0875
84,2024,9,629927.32,393044.97,43,37,0.0761
84,2024,10,584474.26,418986.03,154,21,0.1811
84,2024,11,676269.19,452504.89,150,45,0.2779
84,2024,12,637473.72,629686.84,130,44,0.0483
85,2024,1,411919.12,350287.28,115,32,0.3551
85,2024,2,306996.9,302051.5,128,42,0.4734
85,2024,3,386913.77,240707.8,58,14,0.445
85,2024,4,322579.65,209202.02,140,27,0.0337
85,2024,5,391157.45,328760.38,102,44,0.1543
85,2024,6,368962.73,282375.97,168,37,0.2384
85,2024,7,596528.51,553546.78,286,19,0.1445
85,2024,8,640445.52,492734.89,205,32,0.4641
85,2024,9,231141.75,152145.65,19,19,0.1263
85,2024,10,493694.02,476025.08,230,15,0.2033
85,2024,11,374566.13,327541.76,73,48,0.0078
85,2024,12,292069.09,255647.58,74,41,0.5324
86,2024,1,840391.0,776016.95,95,42,0.4717
86,2024,2,824595.1,646441.88,189,53,0.0946
86,2024,3,741835.5,517264.11,140,7,0.1482
86,2024,4,724086.36,690260.67,21,31,0.3527
86,2024,5,699466.0,670761.52,164,9,0.0282
86,2024,6,692459.34,627426.72,42,25,0.2393
86,2024,7,736714.38,668615.97,170,36,0.2213
86,2024,8,831233.39,512739.48,142,13,0.0805
86,2024,9,863695.39,527396.77,178,50,0.1279
86,2024,10,777803.61,617623.16,77,13,0.2603
86,2024,11,696979.24,649757.25,25,42,0.2097
86,2024,12,891283.16,578089.78,97,36,0.1522
87,2024,1,151465.81,102462.03,27,9,0.1748
87,2024,2,491413.1,300534.02,128,52,0.5669
87,2024,3,187712.98,177521.29,76,27,0.737
87,2024,4,215440.06,145968.28,63,13,0.282
87,2024,5,207145.3,178331.09,39,43,0.339
87,2024,6,407824.76,376978.39,259,30,0.1206
87,2024,7,228805.16,152925.45,127,26,0.3893
87,2024,8,366732.8,217218.44,135,41,0.5261
87,2024,9,449377.61,381822.22,96,24,0.5217
87,2024,10,233087.8,209511.26,30,36,0.2606
87,2024,11,484370.64,328699.05,102,9,0.3511
87,2024,12,882579.17,809302.12,335,37,0.3762
88,2024,1,509251.29,466286.47,150,26,0.0774
88,2024,2,629415.14,474568.47,168,9,0.3963
88,2024,3,662607.17,456364.32,54,55,0.1126
88,2024,4,625064.88,460749.46,88,56,0.0888
88,2024,5,592257.2,512371.94,146,38,0.2477
88,2024,6,559320.81,502176.94,191,15,0.0605
88,2024,7,650473.12,463122.0,181,29,0.298
88,2024,8,586246.33,414951.48,109,8,0.1881
88,2024,9,578231.03,425394.31,190,42,0.0889
88,2024,10,608619.91,407260.06,96,8,0.1222
88,2024,11,609313.12,428077.12,110,17,0.0676
88,2024,12,501479.59,359226.46,141,50,0.1633
89,2024,1,555975.59,453488.96,128,43,0.2668
89,2024,2,901590.82,582358.47,216,13,0.3161
89,2024,3,637382.97,447671.84,128,4,0.2951
89,2024,4,371394.76,227533.94,96,10,0.5135
89,2024,5,324541.88,239774.86,75,37,0.492
89,2024,6,627025.01,513390.72,145,25,0.2331
89,2024,7,375963.03,289659.89,24,35,0.4965
