applicant_id,year,month,turnover_declared,filing_date,due_date,filing_delay_days,tax_paid
35,2024,10,518091.68,2024-11-25,2024-11-20,5,35869.03
35,2024,11,610097.39,2024-12-26,2024-12-21,5,59821.21
35,2024,12,548068.32,2025-01-24,2025-01-20,4,47684.44
36,2024,1,828610.0,2024-02-20,2024-02-20,0,135609.67
36,2024,2,617301.82,2024-03-23,2024-03-22,1,89274.77
36,2024,3,709671.87,2024-04-24,2024-04-20,4,127057.97
36,2024,4,851990.75,2024-05-21,2024-05-21,0,74568.29
36,2024,5,840997.93,2024-06-29,2024-06-20,9,148139.17
36,2024,6,780720.88,2024-07-22,2024-07-21,1,130017.94
36,2024,7,711678.16,2024-08-22,2024-08-20,2,89908.73
36,2024,8,710348.67,2024-09-20,2024-09-20,0,54705.3
36,2024,9,837304.08,2024-10-31,2024-10-21,10,136294.98
36,2024,10,945941.27,2024-11-23,2024-11-20,3,55427.48
36,2024,11,969269.33,2024-12-29,2024-12-21,8,143737.63
36,2024,12,747453.5,2025-01-24,2025-01-20,4,77159.54
37,2024,1,1102935.95,2024-02-20,2024-02-20,0,134840.32
37,2024,2,1247366.42,2024-03-23,2024-03-22,1,184836.86
37,2024,3,1039511.03,2024-04-23,2024-04-20,3,77111.8
37,2024,4,1176840.87,2024-05-22,2024-05-21,1,143577.76
37,2024,5,1024172.87,2024-06-22,2024-06-20,2,161217.39
37,2024,6,1400268.84,2024-07-21,2024-07-21,0,125336.48
37,2024,7,1346450.26,2024-08-22,2024-08-20,2,148444.44
37,2024,8,1075713.31,2024-09-24,2024-09-20,4,54127.82
37,2024,9,1180789.14,2024-10-31,2024-10-21,10,205792.01
37,2024,10,2196544.42,2024-11-21,2024-11-20,1,296524.02
37,2024,11,2230511.91,2024-12-28,2024-12-21,7,254156.23
37,2024,12,1934438.6,2025-01-21,2025-01-20,1,126736.89
38,2024,1,1050081.83,2024-02-20,2024-02-20,0,61612.74
38,2024,2,1021078.58,2024-03-30,2024-03-22,8,128184.72
38,2024,3,936346.56,2024-04-30,2024-04-20,10,152516.78
38,2024,4,1013774.53,2024-05-21,2024-05-21,0,113426.46
38,2024,5,1044520.5,2024-06-21,2024-06-20,1,68464.01
38,2024,6,1016417.56,2024-07-26,2024-07-21,5,126832.93
38,2024,7,1129715.38,2024-08-20,2024-08-20,0,80402.0
38,2024,8,954173.06,2024-09-26,2024-09-20,6,87362.7
38,2024,9,1148586.74,2024-10-25,2024-10-21,4,77661.3
38,2024,10,944930.19,2024-11-24,2024-11-20,4,80741.59
38,2024,11,1039498.09,2024-12-31,2024-12-21,10,175231.94
38,2024,12,1036906.87,2025-01-31,2025-01-20,11,90917.35
39,2024,1,1149552.47,2024-02-20,2024-02-20,0,134270.77
39,2024,2,1125633.7,2024-03-26,2024-03-22,4,83096.73
39,2024,3,950440.15,2024-04-22,2024-04-20,2,140514.69
39,2024,4,1116865.42,2024-05-29,2024-05-21,8,182515.47
39,2024,5,1242225.37,2024-07-05,2024-06-20,15,172726.13
39,2024,6,1120979.52,2024-07-21,2024-07-21,0,155936.86
39,2024,7,1207589.53,2024-08-20,2024-08-20,0,75424.04
39,2024,8,1169966.91,2024-09-28,2024-09-20,8,183720.99
39,2024,9,976235.64,2024-10-27,2024-10-21,6,114573.16
39,2024,10,1137239.05,2024-12-02,2024-11-20,12,128549.95
39,2024,11,1164205.91,2024-12-26,2024-12-21,5,196055.11
39,2024,12,1143526.38,2025-01-21,2025-01-20,1,80152.21
40,2024,1,460373.57,2024-02-24,2024-02-20,4,76706.24
40,2024,2,542526.1,2024-03-23,2024-03-22,1,85764.75
40,2024,3,533504.77,2024-04-23,2024-04-20,3,63579.06
40,2024,4,541999.8,2024-05-30,2024-05-21,9,80389.34
40,2024,5,487419.83,2024-06-23,2024-06-20,3,53549.83
40,2024,6,490467.98,2024-07-24,2024-07-21,3,76733.63
40,2024,7,647057.4,2024-08-23,2024-08-20,3,72688.73
40,2024,8,539876.16,2024-09-26,2024-09-20,6,52440.28
40,2024,9,623208.87,2024-10-27,2024-10-21,6,103243.54
40,2024,10,967981.56,2024-12-03,2024-11-20,13,91441.22
40,2024,11,826614.71,2024-12-22,2024-12-21,1,128864.8
40,2024,12,901927.52,2025-01-24,2025-01-20,4,61788.09
41,2024,1,600832.9,2024-02-28,2024-02-20,8,40212.77
41,2024,2,625398.48,2024-03-26,2024-03-22,4,87434.68
41,2024,3,753569.96,2024-04-20,2024-04-20,0,45293.77
41,2024,4,773014.41,2024-05-25,2024-05-21,4,114756.64
41,2024,5,632405.66,2024-06-30,2024-06-20,10,40484.24
41,2024,6,801502.49,2024-07-23,2024-07-21,2,93577.25
41,2024,7,638848.66,2024-08-20,2024-08-20,0,41818.96
41,2024,8,704904.14,2024-10-02,2024-09-20,12,41315.95
41,2024,9,831040.83,2024-10-25,2024-10-21,4,123070.11
41,2024,10,825621.13,2024-11-27,2024-11-20,7,140035.87
41,2024,11,726316.41,2024-12-26,2024-12-21,5,121405.77
41,2024,12,717244.57,2025-01-20,2025-01-20,0,68639.86
42,2024,1,476465.01,2024-02-22,2024-02-20,2,82161.55
42,2024,2,525199.07,2024-03-26,2024-03-22,4,50008.8
42,2024,3,417440.04,2024-04-21,2024-04-20,1,48040.03
42,2024,4,493755.1,2024-05-25,2024-05-21,4,40209.9
42,2024,5,470305.91,2024-06-23,2024-06-20,3,29574.59
42,2024,6,509117.85,2024-07-31,2024-07-21,10,26381.45
42,2024,7,459915.1,2024-08-22,2024-08-20,2,34448.18
42,2024,8,467904.86,2024-09-28,2024-09-20,8,78241.1
42,2024,9,540718.23,2024-10-25,2024-10-21,4,95472.12
42,2024,10,443226.89,2024-11-25,2024-11-20,5,34492.8
42,2024,11,506541.63,2024-12-26,2024-12-21,5,71933.11
42,2024,12,504100.74,2025-01-25,2025-01-20,5,63828.97
43,2024,1,1344153.38,2024-03-28,2024-02-20,37,98809.13
43,2024,2,1173383.22,2024-04-06,2024-03-22,15,116575.57
43,2024,3,1104908.5,2024-05-08,2024-04-20,18,87930.88
43,2024,4,1102525.04,2024-05-24,2024-05-21,3,196249.08
43,2024,5,1100609.86,2024-07-08,2024-06-20,18,70814.45
43,2024,6,1171369.34,2024-08-01,2024-07-21,11,174645.99
43,2024,7,1340000.69,2024-08-21,2024-08-20,1,164052.5
43,2024,8,1180946.08,2024-10-26,2024-09-20,36,109420.56
43,2024,9,1173803.49,2024-11-26,2024-10-21,36,101967.71
43,2024,10,1338601.25,2024-12-21,2024-11-20,31,121224.93
43,2024,11,1571164.21,2024-12-31,2024-12-21,10,169236.79
43,2024,12,1389830.5,2025-02-13,2025-01-20,24,121994.61
44,2024,1,1131480.24,2024-03-02,2024-02-20,11,66812.99
44,2024,2,1353043.41,2024-03-28,2024-03-22,6,151321.65
44,2024,3,1422352.01,2024-04-20,2024-04-20,0,104270.7
44,2024,4,1550909.15,2024-05-26,2024-05-21,5,176670.71
44,2024,5,1173022.08,2024-06-29,2024-06-20,9,125451.88
44,2024,6,1427419.1,2024-07-28,2024-07-21,7,87145.03
44,2024,7,1243156.65,2024-08-23,2024-08-20,3,126902.87
44,2024,8,1366683.52,2024-09-20,2024-09-20,0,86407.04
44,2024,9,1601653.34,2024-10-27,2024-10-21,6,283686.33
44,2024,10,1240511.53,2024-11-24,2024-11-20,4,219293.87
44,2024,11,1367969.58,2024-12-28,2024-12-21,7,174203.96
44,2024,12,1706153.85,2025-01-26,2025-01-20,6,112536.34
45,2024,1,1934942.92,2024-02-25,2024-02-20,5,166806.37
45,2024,2,1873679.45,2024-03-22,2024-03-22,0,235426.74
45,2024,3,1761747.92,2024-04-22,2024-04-20,2,268902.73
45,2024,4,1943831.04,2024-06-03,2024-05-21,13,198330.28
45,2024,5,1979891.32,2024-07-01,2024-06-20,11,254240.83
45,2024,6,1826665.07,2024-07-26,2024-07-21,5,206393.56
45,2024,7,1905022.28,2024-08-23,2024-08-20,3,285448.43
45,2024,8,1757088.16,2024-09-23,2024-09-20,3,145117.35
45,2024,9,1976793.63,2024-10-27,2024-10-21,6,260320.46
45,2024,10,1797852.87,2024-11-22,2024-11-20,2,113172.03
45,2024,11,1783455.79,2024-12-22,2024-12-21,1,104991.56
45,2024,12,2244818.06,2025-01-25,2025-01-20,5,395917.28
46,2024,1,687144.16,2024-02-22,2024-02-20,2,48000.98
46,2024,2,693060.47,2024-03-29,2024-03-22,7,43332.48
46,2024,3,574806.75,2024-04-26,2024-04-20,6,84904.28
46,2024,4,766932.37,2024-05-25,2024-05-21,4,117382.9
46,2024,5,607846.02,2024-06-30,2024-06-20,10,82710.9
46,2024,6,672667.53,2024-07-30,2024-07-21,9,56515.16
46,2024,7,685271.19,2024-08-20,2024-08-20,0,110847.69
46,2024,8,757064.19,2024-09-24,2024-09-20,4,131604.6
46,2024,9,662356.5,2024-10-26,2024-10-21,5,70178.55
46,2024,10,1191296.27,2024-11-24,2024-11-20,4,108280.13
46,2024,11,1121133.65,2024-12-21,2024-12-21,0,60845.91
46,2024,12,1303421.99,2025-01-20,2025-01-20,0,116520.44
47,2024,1,621564.57,2024-03-08,2024-02-20,17,41945.33
47,2024,2,699428.55,2024-04-21,2024-03-22,30,79293.61
47,2024,3,579553.15,2024-05-14,2024-04-20,24,79835.3
47,2024,4,681967.97,2024-06-22,2024-05-21,32,94860.82
47,2024,5,698233.76,2024-07-16,2024-06-20,26,78110.32
47,2024,6,693693.44,2024-07-26,2024-07-21,5,80377.6
47,2024,7,689922.79,2024-09-28,2024-08-20,39,78864.97
47,2024,8,765168.74,2024-10-07,2024-09-20,17,99626.62
47,2024,9,676311.44,2024-10-22,2024-10-21,1,119782.73
47,2024,10,666783.27,2024-12-08,2024-11-20,18,35779.0
47,2024,11,615529.44,2025-02-06,2024-12-21,47,97746.96
47,2024,12,735167.49,2025-02-26,2025-01-20,37,107678.09
48,2024,1,238989.2,2024-02-26,2024-02-20,6,22551.82
48,2024,2,191495.31,2024-03-25,2024-03-22,3,18166.89
48,2024,3,212418.25,2024-04-26,2024-04-20,6,20320.99
48,2024,4,253072.18,2024-05-23,2024-05-21,2,20799.95
48,2024,5,244746.04,2024-06-23,2024-06-20,3,31089.87
48,2024,6,267950.33,2024-07-27,2024-07-21,6,15679.12
48,2024,7,231978.53,2024-08-27,2024-08-20,7,21779.83
48,2024,8,209867.43,2024-09-24,2024-09-20,4,19390.74
48,2024,9,243015.06,2024-10-28,2024-10-21,7,39426.25
48,2024,10,255343.59,2024-12-01,2024-11-20,11,42689.18
48,2024,11,237121.97,2025-01-03,2024-12-21,13,33309.61
48,2024,12,265966.63,2025-01-22,2025-01-20,2,47381.8
49,2024,1,852638.0,2024-03-06,2024-02-20,15,106093.77
49,2024,2,920079.18,2024-03-24,2024-03-22,2,57971.77
49,2024,3,947279.83,2024-04-24,2024-04-20,4,88737.17
49,2024,4,873586.98,2024-05-29,2024-05-21,8,130546.66
49,2024,5,856080.38,2024-06-28,2024-06-20,8,111228.49
49,2024,6,939679.24,2024-07-29,2024-07-21,8,100243.9
49,2024,7,940628.59,2024-08-26,2024-08-20,6,150644.9
49,2024,8,1050791.96,2024-09-22,2024-09-20,2,167338.06
49,2024,9,1010418.46,2024-11-01,2024-10-21,11,88266.34
49,2024,10,869101.27,2024-11-22,2024-11-20,2,156012.02
49,2024,11,982525.69,2024-12-25,2024-12-21,4,77978.33
49,2024,12,1108576.35,2025-01-20,2025-01-20,0,68681.31
50,2024,1,619420.29,2024-02-21,2024-02-20,1,58094.78
50,2024,2,632035.07,2024-03-31,2024-03-22,9,97430.82
50,2024,3,733531.65,2024-04-22,2024-04-20,2,56677.12
50,2024,4,820867.63,2024-05-24,2024-05-21,3,110570.69
50,2024,5,745011.05,2024-06-22,2024-06-20,2,115131.38
50,2024,6,764647.27,2024-07-24,2024-07-21,3,91905.39
50,2024,7,708372.16,2024-08-22,2024-08-20,2,72465.85
50,2024,8,847489.66,2024-09-24,2024-09-20,4,92308.34
50,2024,9,900440.66,2024-10-31,2024-10-21,10,66162.68
50,2024,10,681131.12,2024-11-21,2024-11-20,1,96334.5
50,2024,11,939864.22,2024-12-22,2024-12-21,1,117473.28
50,2024,12,788387.54,2025-01-27,2025-01-20,7,138027.12
51,2024,1,1096802.87,2024-02-28,2024-02-20,8,188464.93
51,2024,2,1115872.5,2024-04-06,2024-03-22,15,144923.83
51,2024,3,1324998.54,2024-04-29,2024-04-20,9,140958.89
51,2024,4,1249430.11,2024-05-26,2024-05-21,5,164273.32
51,2024,5,1196074.23,2024-06-25,2024-06-20,5,116444.65
51,2024,6,1170038.66,2024-07-28,2024-07-21,7,81389.58
51,2024,7,1357257.55,2024-08-26,2024-08-20,6,120844.56
51,2024,8,1237582.03,2024-09-24,2024-09-20,4,113145.83
51,2024,9,1328663.42,2024-10-24,2024-10-21,3,77561.5
51,2024,10,1267961.74,2024-11-22,2024-11-20,2,131382.38
51,2024,11,1412611.09,2024-12-21,2024-12-21,0,189269.47
51,2024,12,1204492.07,2025-01-21,2025-01-20,1,154367.94
52,2024,1,558280.42,2024-02-25,2024-02-20,5,41842.6
52,2024,2,623862.43,2024-03-23,2024-03-22,1,98283.13
52,2024,3,662539.53,2024-04-23,2024-04-20,3,81344.78
52,2024,4,666521.35,2024-05-24,2024-05-21,3,89380.42
52,2024,5,617627.96,2024-06-20,2024-06-20,0,43676.55
52,2024,6,671352.03,2024-07-25,2024-07-21,4,56119.38
52,2024,7,825042.55,2024-08-24,2024-08-20,4,111898.2
52,2024,8,648754.86,2024-09-25,2024-09-20,5,104337.77
52,2024,9,845576.0,2024-10-23,2024-10-21,2,95684.92
52,2024,10,1148988.2,2024-11-25,2024-11-20,5,69985.84
52,2024,11,1311201.46,2024-12-25,2024-12-21,4,219068.64
52,2024,12,1113672.69,2025-01-29,2025-01-20,9,150864.76
53,2024,1,289059.02,2024-02-20,2024-02-20,0,41668.0
53,2024,2,227976.47,2024-03-29,2024-03-22,7,14716.16
53,2024,3,282955.53,2024-04-21,2024-04-20,1,48465.08
53,2024,4,273984.27,2024-05-30,2024-05-21,9,43225.84
53,2024,5,309876.52,2024-06-20,2024-06-20,0,53020.56
53,2024,6,256931.43,2024-07-25,2024-07-21,4,42392.0
53,2024,7,254828.64,2024-08-21,2024-08-20,1,16792.19
53,2024,8,307377.33,2024-10-03,2024-09-20,13,28526.82
53,2024,9,287555.42,2024-10-23,2024-10-21,2,28954.99
53,2024,10,332152.06,2024-11-24,2024-11-20,4,26795.35
53,2024,11,284182.37,2024-12-27,2024-12-21,6,19539.28
53,2024,12,270526.31,2025-01-25,2025-01-20,5,47636.99
54,2024,1,640680.53,2024-03-02,2024-02-20,11,81130.99
54,2024,2,703424.51,2024-03-22,2024-03-22,0,69436.19
54,2024,3,818888.92,2024-04-25,2024-04-20,5,74636.56
54,2024,4,713697.43,2024-06-01,2024-05-21,11,99029.8
54,2024,5,872724.84,2024-06-21,2024-06-20,1,143411.7
54,2024,6,910395.44,2024-07-22,2024-07-21,1,88481.1
54,2024,7,808929.34,2024-08-20,2024-08-20,0,126821.92
54,2024,8,646923.65,2024-09-22,2024-09-20,2,113654.57
54,2024,9,820085.65,2024-10-21,2024-10-21,0,130714.67
54,2024,10,1529409.15,2024-11-23,2024-11-20,3,213794.15
54,2024,11,1199254.32,2024-12-24,2024-12-21,3,146134.69
54,2024,12,1407105.51,2025-01-20,2025-01-20,0,136730.08
55,2024,1,1534224.85,2024-03-24,2024-02-20,33,249624.34
55,2024,2,1848528.19,2024-04-17,2024-03-22,26,185779.36
55,2024,3,2018949.42,2024-05-23,2024-04-20,33,204089.18
55,2024,4,2121088.19,2024-06-01,2024-05-21,11,176515.64
55,2024,5,1526609.39,2024-07-17,2024-06-20,27,239604.4
55,2024,6,1743573.08,2024-07-24,2024-07-21,3,134865.8
55,2024,7,2199655.56,2024-09-12,2024-08-20,23,371886.54
55,2024,8,1948594.09,2024-10-01,2024-09-20,11,320213.91
55,2024,9,2218953.48,2024-11-03,2024-10-21,13,228147.35
55,2024,10,1738534.49,2025-01-02,2024-11-20,43,282751.42
55,2024,11,2187844.91,2025-01-31,2024-12-21,41,376887.8
55,2024,12,2041317.13,2025-02-23,2025-01-20,34,211653.91
56,2024,1,726057.01,2024-02-20,2024-02-20,0,119058.07
56,2024,2,779111.93,2024-03-25,2024-03-22,3,122454.67
56,2024,3,800983.44,2024-04-26,2024-04-20,6,92772.69
56,2024,4,712971.76,2024-05-26,2024-05-21,5,91456.5
56,2024,5,880672.81,2024-06-22,2024-06-20,2,128500.83
56,2024,6,766180.89,2024-07-28,2024-07-21,7,41033.29
56,2024,7,680068.37,2024-08-24,2024-08-20,4,90725.9
56,2024,8,818615.09,2024-10-05,2024-09-20,15,125111.0
56,2024,9,721590.72,2024-10-23,2024-10-21,2,73664.34
56,2024,10,848226.25,2024-11-27,2024-11-20,7,77005.23
56,2024,11,741540.6,2024-12-24,2024-12-21,3,52291.16
56,2024,12,870114.47,2025-01-22,2025-01-20,2,153189.22
57,2024,1,1354997.86,2024-02-28,2024-02-20,8,216941.74
57,2024,2,1302481.5,2024-03-27,2024-03-22,5,199336.33
57,2024,3,1207242.6,2024-04-22,2024-04-20,2,135437.54
57,2024,4,1392370.4,2024-05-28,2024-05-21,7,116803.7
57,2024,5,1358896.16,2024-06-29,2024-06-20,9,213998.86
57,2024,6,1492703.07,2024-07-26,2024-07-21,5,113186.13
57,2024,7,1314458.43,2024-08-23,2024-08-20,3,96804.08
57,2024,8,1502426.88,2024-09-23,2024-09-20,3,259647.06
57,2024,9,1583273.27,2024-10-23,2024-10-21,2,125368.85
57,2024,10,1575952.96,2024-11-21,2024-11-20,1,267919.26
57,2024,11,1509183.43,2024-12-21,2024-12-21,0,198399.6
57,2024,12,1645209.27,2025-01-22,2025-01-20,2,290604.15
58,2024,1,508189.17,2024-03-12,2024-02-20,21,36558.25
58,2024,2,480052.63,2024-05-08,2024-03-22,47,50769.14
58,2024,3,459221.49,2024-05-17,2024-04-20,27,28277.92
58,2024,4,491250.73,2024-06-09,2024-05-21,19,85055.96
58,2024,5,455137.62,2024-07-05,2024-06-20,15,65273.95
58,2024,6,483978.55,2024-08-10,2024-07-21,20,82082.07
58,2024,7,509968.53,2024-09-08,2024-08-20,19,70156.02
58,2024,8,475775.93,2024-10-17,2024-09-20,27,67923.33
58,2024,9,481402.34,2024-11-17,2024-10-21,27,78012.1
58,2024,10,853807.43,2024-12-15,2024-11-20,25,97540.55
58,2024,11,879113.53,2025-01-21,2024-12-21,31,112535.99
58,2024,12,939210.21,2025-03-03,2025-01-20,42,129643.43
59,2024,1,676675.2,2024-02-20,2024-02-20,0,46672.03
59,2024,2,617204.37,2024-03-26,2024-03-22,4,51866.11
59,2024,3,672187.89,2024-04-24,2024-04-20,4,112895.75
59,2024,4,703718.12,2024-05-24,2024-05-21,3,97784.96
59,2024,5,689197.13,2024-06-22,2024-06-20,2,35384.5
59,2024,6,652729.88,2024-07-26,2024-07-21,5,60065.49
59,2024,7,768622.69,2024-08-23,2024-08-20,3,107062.08
59,2024,8,772492.81,2024-09-21,2024-09-20,1,109770.39
59,2024,9,841551.85,2024-10-29,2024-10-21,8,70109.12
59,2024,10,931807.96,2024-11-22,2024-11-20,2,86911.71
59,2024,11,1232626.32,2024-12-23,2024-12-21,2,221350.26
59,2024,12,1450554.21,2025-01-21,2025-01-20,1,185337.56
60,2024,1,829515.66,2024-02-26,2024-02-20,6,68829.39
60,2024,2,999928.61,2024-03-22,2024-03-22,0,89319.58
60,2024,3,972054.33,2024-05-03,2024-04-20,13,95472.41
60,2024,4,1227658.57,2024-05-21,2024-05-21,0,150686.31
60,2024,5,1028394.93,2024-06-26,2024-06-20,6,86218.49
60,2024,6,1015930.74,2024-07-25,2024-07-21,4,173665.74
60,2024,7,1249835.3,2024-08-29,2024-08-20,9,83925.86
60,2024,8,1031391.72,2024-09-30,2024-09-20,10,122689.3
60,2024,9,977746.77,2024-10-24,2024-10-21,3,63738.79
60,2024,10,1361448.7,2024-11-20,2024-11-20,0,222349.54
60,2024,11,1988370.38,2024-12-26,2024-12-21,5,338839.82
60,2024,12,1921268.74,2025-01-20,2025-01-20,0,249152.25
61,2024,1,1294494.63,2024-02-27,2024-02-20,7,117399.45
61,2024,2,1501371.89,2024-03-22,2024-03-22,0,136655.74
61,2024,3,1547145.9,2024-04-24,2024-04-20,4,230954.54
61,2024,4,1247104.27,2024-05-31,2024-05-21,10,200652.06
61,2024,5,1420386.59,2024-06-21,2024-06-20,1,218410.89
61,2024,6,1208043.06,2024-07-22,2024-07-21,1,83742.4
61,2024,7,1382595.15,2024-08-29,2024-08-20,9,75575.54
61,2024,8,1350528.04,2024-09-25,2024-09-20,5,191471.35
61,2024,9,1435806.01,2024-10-26,2024-10-21,5,257549.46
61,2024,10,1748682.06,2024-12-03,2024-11-20,13,96707.23
61,2024,11,1530650.65,2024-12-21,2024-12-21,0,217618.4
61,2024,12,1597864.13,2025-01-27,2025-01-20,7,182297.94
62,2024,1,786716.77,2024-02-21,2024-02-20,1,51982.35
62,2024,2,637540.62,2024-03-23,2024-03-22,1,103831.46
62,2024,3,692318.18,2024-04-24,2024-04-20,4,49762.69
62,2024,4,758856.96,2024-05-28,2024-05-21,7,64854.12
62,2024,5,860724.72,2024-06-27,2024-06-20,7,108570.15
62,2024,6,814501.2,2024-07-21,2024-07-21,0,143605.97
62,2024,7,783002.72,2024-08-22,2024-08-20,2,97250.83
62,2024,8,760185.2,2024-09-24,2024-09-20,4,45602.45
62,2024,9,851670.5,2024-10-22,2024-10-21,1,117528.92
62,2024,10,872363.16,2024-12-01,2024-11-20,11,46562.45
62,2024,11,927637.76,2024-12-26,2024-12-21,5,128462.17
62,2024,12,799376.28,2025-01-26,2025-01-20,6,101316.15
63,2024,1,1731048.43,2024-02-24,2024-02-20,4,121157.48
63,2024,2,1419681.08,2024-04-07,2024-03-22,16,224296.69
63,2024,3,1682748.89,2024-04-25,2024-04-20,5,183465.43
63,2024,4,1779368.46,2024-05-26,2024-05-21,5,226418.5
63,2024,5,1424157.46,2024-06-26,2024-06-20,6,250751.64
63,2024,6,1728850.25,2024-07-25,2024-07-21,4,300156.89
63,2024,7,1596663.61,2024-08-29,2024-08-20,9,231677.29
63,2024,8,1888821.64,2024-09-26,2024-09-20,6,329528.28
63,2024,9,1860761.3,2024-10-23,2024-10-21,2,144167.49
63,2024,10,1551694.8,2024-11-23,2024-11-20,3,207420.82
63,2024,11,1738613.5,2024-12-22,2024-12-21,1,99482.69
63,2024,12,1680119.48,2025-01-21,2025-01-20,1,291915.76
64,2024,1,1021452.06,2024-02-22,2024-02-20,2,74710.44
64,2024,2,1265441.53,2024-03-27,2024-03-22,5,205655.78
64,2024,3,1021228.26,2024-04-21,2024-04-20,1,164218.57
64,2024,4,1027653.82,2024-05-21,2024-05-21,0,155518.99
64,2024,5,1039874.45,2024-06-26,2024-06-20,6,153727.36
64,2024,6,1238565.0,2024-07-22,2024-07-21,1,81346.79
64,2024,7,1224156.67,2024-08-31,2024-08-20,11,130013.51
64,2024,8,1298190.53,2024-09-21,2024-09-20,1,117243.7
64,2024,9,1291618.16,2024-10-25,2024-10-21,4,86625.3
64,2024,10,1309961.48,2024-11-27,2024-11-20,7,207192.51
64,2024,11,1246480.54,2024-12-25,2024-12-21,4,141663.75
64,2024,12,1458515.44,2025-01-25,2025-01-20,5,163262.08
65,2024,1,752059.92,2024-02-26,2024-02-20,6,111563.41
65,2024,2,931465.36,2024-03-22,2024-03-22,0,120906.82
65,2024,3,806467.47,2024-04-21,2024-04-20,1,84987.34
65,2024,4,786842.28,2024-05-23,2024-05-21,2,74299.02
65,2024,5,842447.47,2024-06-22,2024-06-20,2,66679.66
65,2024,6,933980.18,2024-07-21,2024-07-21,0,65527.17
65,2024,7,930775.57,2024-08-26,2024-08-20,6,122716.01
65,2024,8,965073.62,2024-09-27,2024-09-20,7,84725.16
65,2024,9,955686.11,2024-10-24,2024-10-21,3,160495.06
65,2024,10,1291192.34,2024-11-30,2024-11-20,10,86009.77
65,2024,11,1791476.17,2024-12-23,2024-12-21,2,211397.71
65,2024,12,1204248.42,2025-01-22,2025-01-20,2,72193.76
66,2024,1,392043.92,2024-02-21,2024-02-20,1,41258.22
66,2024,2,383785.86,2024-03-30,2024-03-22,8,52160.79
66,2024,3,479145.89,2024-05-02,2024-04-20,12,39740.09
66,2024,4,442129.06,2024-05-31,2024-05-21,10,26806.3
66,2024,5,508283.41,2024-06-20,2024-06-20,0,32942.67
66,2024,6,528420.97,2024-07-23,2024-07-21,2,38755.34
66,2024,7,443013.79,2024-08-23,2024-08-20,3,44781.81
66,2024,8,470016.22,2024-09-25,2024-09-20,5,77072.41
66,2024,9,504214.53,2024-10-25,2024-10-21,4,63701.0
66,2024,10,529112.52,2024-11-22,2024-11-20,2,72559.2
66,2024,11,553413.92,2024-12-21,2024-12-21,0,46741.16
66,2024,12,606335.49,2025-01-24,2025-01-20,4,98999.32
67,2024,1,287166.99,2024-02-26,2024-02-20,6,42246.23
67,2024,2,322773.02,2024-03-31,2024-03-22,9,52712.08
67,2024,3,275779.11,2024-04-22,2024-04-20,2,32947.02
67,2024,4,257603.57,2024-05-22,2024-05-21,1,16787.55
67,2024,5,301803.01,2024-06-21,2024-06-20,1,33809.66
67,2024,6,377872.76,2024-07-22,2024-07-21,1,61571.14
67,2024,7,412530.29,2024-08-21,2024-08-20,1,52905.1
67,2024,8,346396.18,2024-09-24,2024-09-20,4,45171.77
67,2024,9,402160.7,2024-10-28,2024-10-21,7,38967.26
67,2024,10,386991.43,2024-11-21,2024-11-20,1,54077.46
67,2024,11,348413.0,2024-12-31,2024-12-21,10,31129.09
67,2024,12,335135.17,2025-01-21,2025-01-20,1,17361.3
68,2024,1,228202.11,2024-02-24,2024-02-20,4,40201.83
68,2024,2,294667.17,2024-03-25,2024-03-22,3,22748.26
68,2024,3,268911.22,2024-04-25,2024-04-20,5,36159.46
68,2024,4,283240.93,2024-05-23,2024-05-21,2,37214.37
68,2024,5,317928.72,2024-06-25,2024-06-20,5,23787.07
68,2024,6,271907.85,2024-07-29,2024-07-21,8,29976.57
68,2024,7,294511.53,2024-08-20,2024-08-20,0,15560.87
68,2024,8,274703.35,2024-09-21,2024-09-20,1,19178.38
68,2024,9,311320.11,2024-10-25,2024-10-21,4,54575.25
68,2024,10,303999.88,2024-11-28,2024-11-20,8,49179.14
68,2024,11,330320.39,2024-12-23,2024-12-21,2,25161.82
68,2024,12,316992.55,2025-01-23,2025-01-20,3,50211.31
69,2024,1,497607.52,2024-02-26,2024-02-20,6,65660.95
69,2024,2,637130.85,2024-04-04,2024-03-22,13,112984.52
69,2024,3,663185.69,2024-04-23,2024-04-20,3,96705.86
69,2024,4,618769.45,2024-05-21,2024-05-21,0,75526.74
69,2024,5,566080.64,2024-06-22,2024-06-20,2,64179.14
69,2024,6,627643.26,2024-07-30,2024-07-21,9,79607.2
69,2024,7,641484.85,2024-08-20,2024-08-20,0,88670.42
69,2024,8,656157.2,2024-09-20,2024-09-20,0,74426.07
69,2024,9,710698.58,2024-10-21,2024-10-21,0,84345.81
69,2024,10,670271.71,2024-11-21,2024-11-20,1,61035.29
69,2024,11,556473.51,2024-12-24,2024-12-21,3,92415.8
69,2024,12,657440.39,2025-01-31,2025-01-20,11,73326.91
70,2024,1,843459.29,2024-02-24,2024-02-20,4,80195.55
70,2024,2,760764.66,2024-03-23,2024-03-22,1,40096.03
70,2024,3,647153.48,2024-04-21,2024-04-20,1,48527.56
70,2024,4,632897.63,2024-05-25,2024-05-21,4,50741.56
70,2024,5,583344.63,2024-06-27,2024-06-20,7,98106.39
70,2024,6,580373.72,2024-07-23,2024-07-21,2,74446.29
70,2024,7,642563.2,2024-08-22,2024-08-20,2,87005.99
